nodeId;realId;label;embedding
14395;2689;0;[0.4024175703525543,-0.21294355392456055,0.4155815839767456,-0.8313337564468384,-0.233958899974823,-0.5404872894287109,-0.1918107271194458,-0.5767754316329956,-0.0197763629257679,0.8584766983985901]
14396;2690;1;[0.628284752368927,-0.9846187829971313,0.5906116366386414,-0.783132791519165,1.1019631624221802,-0.03393230214715004,-0.5157778263092041,0.6257056593894958,0.21757161617279053,0.3122836649417877]
14397;2691;0;[0.8048721551895142,-1.1978416442871094,0.9901278614997864,0.272989958524704,0.43320855498313904,-0.2835509777069092,0.36033621430397034,-0.37561604380607605,-1.2019051313400269,0.7634204030036926]
14398;2692;0;[0.8479417562484741,-1.0439954996109009,0.40451446175575256,-0.22454389929771423,0.637819230556488,-0.20777873694896698,-0.019862202927470207,0.023509398102760315,0.0373697355389595,0.8106309771537781]
14399;2693;0;[0.031177759170532227,-1.1324723958969116,1.28497314453125,0.10447848588228226,0.39753952622413635,-0.4550991654396057,-0.4281257688999176,0.8588619828224182,-0.40247467160224915,-0.20281103253364563]
14400;2694;0;[-0.2880498468875885,-1.132130742073059,0.27095669507980347,-0.012261562049388885,0.010869952850043774,0.16333463788032532,-0.28859618306159973,0.812568187713623,0.1616593301296234,-0.028939349576830864]
14401;2695;0;[1.3486130237579346,-0.6338559985160828,0.5919439792633057,0.4211055636405945,-0.6733834147453308,0.19624210894107819,0.24979081749916077,0.3665388524532318,-1.120776653289795,-0.1517234444618225]
14402;2696;0;[1.0989900827407837,-1.1762526035308838,0.0690208226442337,-0.4514778256416321,1.2789397239685059,0.3174538314342499,-0.21173833310604095,-0.35204026103019714,-0.6616618633270264,0.4835427701473236]
14403;2697;0;[0.7273094654083252,0.8035413026809692,0.1425243765115738,0.4893391728401184,-0.09838466346263885,0.6810548305511475,0.9371877908706665,0.8104870319366455,-0.7353466153144836,-0.09724781662225723]
14404;2698;0;[0.019480830058455467,0.2993321418762207,0.5471805334091187,-0.8967311382293701,0.7032264471054077,-0.7044302821159363,-0.384657621383667,-0.7602240443229675,0.5899081230163574,-0.5467827916145325]
14405;2699;1;[1.3948308229446411,-2.0226123332977295,1.3009681701660156,0.6266953945159912,1.525733232498169,-0.5025129318237305,0.02186562865972519,-0.06465839594602585,-2.1483407020568848,1.0330021381378174]
14406;2700;0;[1.5655324459075928,-2.9936492443084717,1.2670553922653198,-0.8089776039123535,0.43061932921409607,-0.6731094121932983,0.7027179002761841,-1.1963224411010742,-2.633051872253418,0.5199583172798157]
14407;2701;0;[1.8515348434448242,-2.997286796569824,1.3029508590698242,-0.28807538747787476,0.5284969806671143,-0.6850569248199463,0.31383582949638367,-0.9008267521858215,-2.9791722297668457,0.5955774188041687]
14408;2702;0;[1.471044659614563,-2.738837718963623,1.2558375597000122,-0.6544327139854431,0.5998146533966064,-1.0243842601776123,0.5110960006713867,-1.3119484186172485,-2.545517683029175,0.48775893449783325]
14409;2703;1;[1.4405200481414795,-2.5005509853363037,1.048604965209961,-0.7151606678962708,0.648297905921936,-0.6904576420783997,0.6603392362594604,-1.0295988321304321,-2.385842800140381,1.1892976760864258]
14410;2704;0;[2.8120296001434326,-2.9421801567077637,1.548101544380188,-1.3527253866195679,0.30900639295578003,-2.279838800430298,0.9048947095870972,-1.2007440328598022,-3.4869155883789062,2.371983051300049]
14411;2705;1;[2.6752817630767822,-2.996853828430176,1.686971664428711,-1.5003896951675415,0.059710338711738586,-1.9969650506973267,0.7061852812767029,-1.2641263008117676,-3.275939702987671,2.462174892425537]
14412;2706;1;[0.1295093446969986,0.5163547992706299,0.9903337359428406,0.271444708108902,0.3638842701911926,-0.1315741389989853,0.3287621736526489,-0.6648487448692322,0.07990705966949463,-0.5039018392562866]
14413;2707;1;[-0.0717768743634224,-0.13751013576984406,-0.420058012008667,-0.790910005569458,-0.9130868911743164,0.3591586947441101,0.2351170927286148,0.02224765531718731,0.4368025064468384,0.97489333152771]
14414;2708;1;[0.13244837522506714,-0.8843326568603516,-0.9557865262031555,-0.08145367354154587,0.6358447074890137,0.28848713636398315,0.139641672372818,0.808028519153595,0.3547079861164093,-0.34749728441238403]
14415;2709;1;[0.979324221611023,-0.8758814930915833,0.9220438003540039,-0.3269093334674835,0.28050971031188965,0.5797256827354431,-0.5452963709831238,-0.9112501740455627,0.17433853447437286,0.9212685823440552]
14416;2710;0;[1.315189003944397,0.145408034324646,1.15188729763031,-0.6288372874259949,0.640800952911377,-0.28030967712402344,-0.6366562843322754,-0.07733213901519775,-0.15709906816482544,1.0326728820800781]
14417;2711;0;[1.023787498474121,-0.20708824694156647,0.7659372687339783,-0.4965907633304596,0.5546702742576599,-0.08816537261009216,0.31382396817207336,-0.12501659989356995,-0.7264160513877869,-0.2413073182106018]
14418;2712;1;[0.7195364236831665,-2.8845901489257812,0.5486404895782471,-0.8450358510017395,-0.06804773956537247,-0.6500051021575928,0.043116290122270584,0.4650903642177582,-2.3657026290893555,-0.2361590564250946]
14419;2713;0;[0.1600777804851532,-0.8604574799537659,0.8029725551605225,-0.5746359825134277,0.849943995475769,-0.6027030348777771,-1.0858122110366821,0.005661130882799625,-0.13983002305030823,0.04836621508002281]
14420;2714;1;[1.0632750988006592,-0.6468466520309448,0.8495767116546631,-0.12763233482837677,0.39788275957107544,-0.13611945509910583,-0.4501984417438507,0.7716207504272461,0.24375973641872406,0.7358540296554565]
14421;2715;0;[0.010330673307180405,-0.7496603727340698,1.0199764966964722,-0.7954319715499878,0.7170819044113159,-0.717369556427002,0.5635387897491455,0.36980345845222473,0.42131224274635315,0.46480128169059753]
14422;2716;0;[0.09245273470878601,-1.3003056049346924,0.6355639100074768,-0.6417604088783264,0.8330135941505432,-0.6943020224571228,-0.9769436717033386,0.7046138048171997,0.03144264221191406,0.3759579658508301]
14423;2717;0;[0.8291147351264954,-2.6896469593048096,0.9296455383300781,-1.1354376077651978,-0.6020652651786804,-0.8122391700744629,0.4047112464904785,0.34387242794036865,-1.9715685844421387,-0.052022408694028854]
14424;2718;1;[0.6038676500320435,-2.405109405517578,0.16025611758232117,-1.0953848361968994,-0.25090309977531433,-0.7301120162010193,-0.1414359211921692,0.40541571378707886,-1.8126007318496704,-0.1631776988506317]
14425;2719;0;[0.46930569410324097,-0.7335386872291565,0.850799024105072,-0.5473887324333191,0.35169070959091187,-0.43863770365715027,-0.5990782380104065,0.5037447214126587,-0.18600153923034668,0.09953619539737701]
14426;2720;1;[1.0994477272033691,-2.088247060775757,1.14554762840271,-0.20817981660366058,0.4823884069919586,-0.4007732570171356,0.2841295301914215,-0.8725123405456543,-2.1669869422912598,0.5991150736808777]
14427;2721;0;[0.18276961147785187,-0.07282329350709915,0.5767698287963867,0.5933952331542969,0.6042293906211853,-0.7853204607963562,0.9576389789581299,0.01402878575026989,0.41416406631469727,-0.5555607080459595]
14428;2722;1;[0.5285033583641052,-0.3954322338104248,0.04256891459226608,-0.8257330060005188,-0.5559647679328918,0.2711447477340698,-0.2608901858329773,0.3962108790874481,-0.6683304309844971,-0.9683576822280884]
14429;2723;0;[1.1589411497116089,-0.6801108121871948,0.7415726780891418,0.03305775672197342,0.6458119750022888,-0.21390420198440552,-0.40761956572532654,0.6914502382278442,0.3541449308395386,0.43052273988723755]
14430;2724;0;[0.45997706055641174,-0.8631165027618408,0.34193357825279236,-0.22267866134643555,0.47749561071395874,-0.39908894896507263,-0.23929280042648315,0.6303016543388367,-0.05106041952967644,0.08120187371969223]
14431;2725;0;[0.7202484011650085,-0.8909451365470886,1.2770484685897827,-0.2343035340309143,0.8961801528930664,-0.7462263107299805,-0.2852714955806732,0.19242772459983826,0.46586036682128906,1.2986639738082886]
14432;2726;0;[0.24340346455574036,-0.9165423512458801,0.5209811329841614,-0.5780712366104126,0.8695691823959351,-0.4608805179595947,-0.2891710102558136,-0.03569614514708519,0.004442243836820126,0.2103068232536316]
14433;2727;0;[0.4352084994316101,-0.9598070979118347,0.7496625781059265,-0.07592323422431946,0.9448538422584534,-0.4978637397289276,-0.3383467197418213,0.24741415679454803,-0.15349170565605164,0.2075727880001068]
14434;2728;0;[0.8055590987205505,-0.5249317288398743,1.406743049621582,-0.29870539903640747,1.0062661170959473,-0.4611431062221527,-0.8666946887969971,0.35164427757263184,0.4954131543636322,0.7972656488418579]
14435;2729;0;[0.41655200719833374,-0.413017213344574,0.850913941860199,0.2801113426685333,0.772698700428009,-1.0163078308105469,0.1402527540922165,0.5220056176185608,0.3067271113395691,0.05836908891797066]
14436;2730;0;[-0.08575742691755295,-1.318838357925415,1.6513224840164185,-0.13557004928588867,-0.283367395401001,-2.0315768718719482,-1.067730188369751,0.06976144015789032,-0.9898945093154907,-0.5004345178604126]
14437;2731;0;[0.3231605291366577,-0.9177756905555725,0.9028708934783936,0.2764744758605957,0.4006126821041107,-1.2707533836364746,-0.5632462501525879,0.25047627091407776,0.024536268785595894,-0.3252975046634674]
14438;2732;0;[0.4506281614303589,-1.3071497678756714,0.4098436236381531,-0.9592401385307312,0.5713374018669128,0.010104363784193993,-0.6767699718475342,0.3066707253456116,-0.26769915223121643,0.42533957958221436]
14439;2733;0;[0.9233983159065247,-0.7781648635864258,0.890720009803772,-0.3302416503429413,0.8740305304527283,-0.16293944418430328,-0.4918347895145416,-0.00809739250689745,0.16444143652915955,0.6991251707077026]
14440;2734;0;[0.012742903083562851,-0.537088930606842,-0.7710437774658203,-0.15886661410331726,-0.4970424771308899,0.47518157958984375,-0.790273904800415,0.9133663773536682,-0.28631266951560974,-0.1515883356332779]
14441;2735;0;[2.6791739463806152,-5.357759952545166,0.6879533529281616,-1.3349370956420898,-0.2835802137851715,-3.352534294128418,-0.5274025201797485,1.1326403617858887,-4.661897659301758,0.31569549441337585]
14442;2736;0;[2.8466427326202393,-5.662668704986572,0.7615667581558228,-1.3044321537017822,-0.4499962329864502,-3.706188440322876,-0.5294337272644043,1.1451297998428345,-4.8195414543151855,0.14351697266101837]
14443;2737;0;[1.8311045169830322,-1.4287822246551514,0.6770302653312683,-0.1496148407459259,1.8999730348587036,-0.39644643664360046,0.577116072177887,-1.3875157833099365,-1.6064503192901611,0.9215651154518127]
14444;2738;1;[1.3287142515182495,-1.9719617366790771,0.16882875561714172,-0.00026288628578186035,2.0448577404022217,-0.5434518456459045,0.0084774699062109,-1.3325868844985962,-1.5648924112319946,0.9890892505645752]
14445;2739;0;[-0.048314210027456284,-0.8409163951873779,1.5296462774276733,-0.47355324029922485,0.4545450508594513,-1.2781462669372559,-0.8064823150634766,0.5914884209632874,0.12207057327032089,0.036648064851760864]
14446;2740;0;[0.8122760057449341,-0.4968051612377167,0.3709934949874878,0.07341214269399643,1.2176601886749268,-0.7009270787239075,-0.3040502965450287,0.3960035741329193,0.3713876008987427,-0.00029314635321497917]
14447;2741;1;[-0.8230527639389038,0.015039356425404549,0.12302251905202866,0.22040437161922455,0.49247968196868896,-0.8797712922096252,-0.2914678454399109,-0.1988215297460556,-0.11228447407484055,0.6713548302650452]
14448;2742;0;[0.8772308826446533,-0.7622902393341064,0.23580949008464813,-0.9809014797210693,1.245847463607788,-0.38425034284591675,-0.28210940957069397,0.3442184329032898,0.6185541152954102,0.3367213308811188]
14449;2743;1;[0.4346213638782501,-0.8660807013511658,0.48590192198753357,0.7968443036079407,-0.989389181137085,-0.1549646109342575,0.47493964433670044,0.04612530767917633,0.6464361548423767,0.32948899269104004]
14450;2744;0;[0.47346094250679016,-0.9481654167175293,0.7511295676231384,0.517115592956543,1.0989552736282349,-0.6953531503677368,-0.15097057819366455,-0.4251391291618347,-1.2031195163726807,1.1970490217208862]
14451;2745;0;[0.8310415148735046,-1.4755512475967407,0.27537381649017334,0.05127574875950813,0.9950069189071655,-0.6650395393371582,0.7032887935638428,-0.8789365887641907,-1.0243384838104248,0.4389224350452423]
14452;2746;0;[0.844132125377655,-1.8248188495635986,0.5017918348312378,0.20903727412223816,2.015164613723755,-1.7881498336791992,0.13947410881519318,-0.4507623314857483,-1.4386804103851318,1.1101202964782715]
14453;2747;1;[0.9688122272491455,-1.5468330383300781,0.9139882326126099,0.02430991269648075,1.8890714645385742,-1.6677902936935425,0.38859760761260986,-0.8019084334373474,-1.2100801467895508,0.9526900053024292]
14454;2748;0;[0.5920680165290833,-0.6297459006309509,0.5608617067337036,-1.3126168251037598,0.5109840035438538,-0.24834021925926208,-0.11998257786035538,1.104311227798462,-0.631026029586792,-0.2186698466539383]
14455;2749;0;[-0.524216890335083,0.8871304392814636,-0.07412078231573105,-0.3773227035999298,-0.28474175930023193,-0.2694947421550751,-0.8945181965827942,-0.8972464203834534,-0.4217429757118225,-0.8443254828453064]
14456;2750;0;[0.2101254165172577,-0.4350840747356415,1.026512861251831,-0.5515949130058289,1.2541612386703491,-0.9964696764945984,-1.1495602130889893,0.06869935989379883,0.10245037823915482,0.6087803244590759]
14457;2751;0;[0.7772504687309265,-1.0409036874771118,0.5027272701263428,-0.10523495823144913,0.1459837555885315,-0.22243651747703552,-0.2304137647151947,0.13031096756458282,-0.22903364896774292,0.626117467880249]
14458;2752;0;[0.9843688011169434,0.518376350402832,0.2942139804363251,-0.8958043456077576,0.4925081729888916,-0.5223454833030701,0.45837876200675964,-0.8755961060523987,-0.5378066897392273,0.6971633434295654]
14459;2753;1;[0.6937265992164612,-0.4066816568374634,-0.20903818309307098,-0.5910472869873047,0.7533149123191833,-0.9315631985664368,0.9003008604049683,-0.7551964521408081,0.46635666489601135,0.3236626088619232]
14460;2754;0;[1.3467200994491577,-0.8449582457542419,0.895663321018219,-0.094281405210495,0.9054924249649048,-0.5776564478874207,-0.5707855224609375,-0.021146835759282112,0.892244279384613,0.8131467700004578]
14461;2755;0;[1.0548255443572998,-0.6636754870414734,-0.09136950969696045,0.5854319334030151,1.4020938873291016,-0.4681794345378876,-0.12561902403831482,0.7270897030830383,0.19549542665481567,-0.10150794684886932]
14462;2756;0;[0.5754438042640686,-0.39990755915641785,1.2586029767990112,0.3738441467285156,0.3089706301689148,-1.706118106842041,0.12457825243473053,0.18388934433460236,-0.10549721866846085,-0.49750155210494995]
14463;2757;0;[1.430377721786499,-1.2066009044647217,1.8363656997680664,-1.2029327154159546,-0.4760425090789795,-0.23675668239593506,-1.3504265546798706,-0.005280668847262859,-0.485506147146225,0.3408477008342743]
14464;2758;0;[0.221511110663414,-0.8662257194519043,0.8059828877449036,-0.07302149385213852,1.2535609006881714,-0.8591899275779724,0.03307101130485535,0.517094075679779,0.5716186165809631,0.6652767658233643]
14465;2759;0;[0.8104491233825684,-0.5771483182907104,0.7814372777938843,0.06594711542129517,0.3879969120025635,-0.3742162585258484,-0.4844871461391449,-0.11025744676589966,-0.2330760508775711,0.728356122970581]
14466;2760;0;[0.051441337913274765,-0.5310420393943787,0.8370645046234131,0.8353771567344666,0.4902191162109375,-0.20201246440410614,0.015505081042647362,0.3648429811000824,0.44741204380989075,-0.5682119131088257]
14467;2761;0;[0.8404239416122437,-0.5533968210220337,0.25470972061157227,-0.7407987117767334,0.9919790029525757,-0.12664730846881866,-0.04159379005432129,0.18500854074954987,-0.41794925928115845,-0.07004682719707489]
14468;2762;0;[0.6910862326622009,-1.2843915224075317,1.035836100578308,0.09274444729089737,1.4210022687911987,0.16670550405979156,0.1011069118976593,-0.04766210913658142,-0.357805997133255,0.1817658245563507]
14469;2763;0;[0.3586629331111908,-0.8703789114952087,1.4670377969741821,-0.14297960698604584,0.6740425825119019,-1.0006917715072632,-0.21610158681869507,0.18848209083080292,0.4435250461101532,0.7876161932945251]
14470;2765;0;[1.51625394821167,-0.6100010275840759,1.8662201166152954,-0.9872894287109375,-0.5004565715789795,-0.4935956299304962,-1.0594439506530762,0.5925866961479187,-0.874803364276886,-0.07130028307437897]
14471;2766;0;[1.1894090175628662,-1.010317325592041,1.478126049041748,-1.2244433164596558,-0.48039042949676514,-0.30248284339904785,-1.280543565750122,0.5065390467643738,-0.7780579924583435,-0.020218268036842346]
14472;2767;0;[1.0568104982376099,-0.4050332009792328,0.8700602054595947,-0.4135906994342804,0.4694555997848511,-1.3031973838806152,-0.8559601306915283,-0.20984673500061035,0.6222767233848572,0.09590324014425278]
14473;2768;0;[0.8242816925048828,-0.4545791447162628,0.9983768463134766,-0.7896875739097595,0.8174436688423157,-0.39866045117378235,-0.45579400658607483,0.04308820515871048,0.1839744746685028,0.9779412150382996]
14474;2769;0;[0.5368695259094238,-0.5074390769004822,1.0531312227249146,-0.3887805938720703,0.15829306840896606,-0.6051658987998962,0.034528546035289764,1.277076244354248,0.12079595774412155,-0.18827849626541138]
14475;2770;0;[0.6914182305335999,-0.24808548390865326,1.5051730871200562,-0.48615869879722595,0.49182355403900146,-0.23183955252170563,0.031877171248197556,0.43502527475357056,-1.0365597009658813,0.004014770034700632]
14476;2771;0;[1.6948211193084717,-0.8725025057792664,1.2721256017684937,1.2486486434936523,1.9401320219039917,-0.4346582889556885,-0.6817189455032349,0.1950111985206604,-0.20545479655265808,-0.3796008825302124]
14477;2772;0;[0.5652119517326355,-1.1032720804214478,0.4502849876880646,-0.12643270194530487,0.73258376121521,-0.03569193556904793,0.08212807774543762,0.9507815837860107,-0.4552878737449646,0.08257442712783813]
14478;2773;0;[-0.18323250114917755,-0.7611796855926514,0.05338725820183754,0.8911688327789307,-0.6905677318572998,0.7141901254653931,0.8654732704162598,-0.9572513699531555,-0.04704369977116585,-0.8963027596473694]
14479;2774;0;[0.41969916224479675,-0.5053619742393494,1.6304916143417358,-0.25734925270080566,0.03551103547215462,-1.3338149785995483,-0.3951791822910309,0.806712806224823,-0.3035176694393158,-0.40462711453437805]
14480;2775;0;[0.7372588515281677,-0.4532811939716339,0.9816908240318298,-0.5525042414665222,1.10715651512146,-0.8568891882896423,0.060593925416469574,-0.19129624962806702,0.3585604429244995,1.0705686807632446]
14481;2776;0;[0.8120044469833374,-0.7585328817367554,0.7712392807006836,-0.37283214926719666,1.0356576442718506,0.22170735895633698,0.33859071135520935,-0.04510524868965149,-0.26462072134017944,0.6084804534912109]
14482;2777;0;[1.1926543712615967,-0.33233803510665894,0.6163039207458496,-0.2603480815887451,0.9136696457862854,-0.8054558634757996,-0.4250785708427429,-0.17875652015209198,0.5891252160072327,0.8669795393943787]
14483;2778;1;[0.03552650660276413,-1.1692101955413818,0.37848031520843506,-0.48637649416923523,0.9878413081169128,-0.7167592644691467,-0.8232250809669495,0.9774014353752136,-0.0014426745474338531,0.4610900282859802]
14484;2779;0;[0.2495822310447693,-0.9210675954818726,0.6256084442138672,-0.6912092566490173,0.5053640604019165,0.03767959028482437,-0.3010750412940979,-0.17089970409870148,-0.06256135553121567,-0.3743153512477875]
14485;2780;0;[0.5780397653579712,-0.36204034090042114,0.6825551986694336,-0.645142674446106,1.2842600345611572,-0.7594889998435974,-0.15437716245651245,0.5708608031272888,0.6570905447006226,0.7858427166938782]
14486;2781;0;[0.13831989467144012,-0.8852245211601257,1.4333335161209106,0.030303841456770897,0.14855735003948212,-1.5007086992263794,-0.8535433411598206,0.6269189119338989,-0.5326279401779175,-0.17031238973140717]
14487;2782;0;[0.29077842831611633,-1.0224404335021973,1.9677858352661133,0.09681905061006546,0.3790455758571625,-1.5373910665512085,0.21317745745182037,0.4187878966331482,0.23908190429210663,-0.24137257039546967]
14488;2783;0;[0.20890867710113525,-0.7092171907424927,1.3798270225524902,-0.19821248948574066,0.1486053615808487,-1.0706247091293335,-0.6630918383598328,0.7047133445739746,-0.1834915727376938,-0.46783679723739624]
14489;2784;0;[0.24447301030158997,-0.25839531421661377,0.729292094707489,-0.45900148153305054,1.1166108846664429,-0.8326224088668823,-0.692671537399292,0.646921694278717,-0.005087956320494413,0.5799500346183777]
14490;2785;0;[0.5026181936264038,-0.9361165761947632,0.7863619923591614,0.429568350315094,-0.0192407313734293,-0.540080726146698,0.09480437636375427,0.683667004108429,-0.5857570171356201,0.02661558985710144]
14491;2786;0;[0.996626079082489,-0.12548162043094635,0.45689088106155396,-0.36456531286239624,0.31990087032318115,-1.0360432863235474,-0.28831028938293457,-0.3348096013069153,0.06052912026643753,-0.08145758509635925]
14492;2787;0;[0.32480958104133606,-1.1203504800796509,1.056504487991333,-0.5413768291473389,0.963594913482666,-0.06010765582323074,0.0359916053712368,0.4516894817352295,-0.09625621885061264,0.4911591708660126]
14493;2788;0;[0.29096975922584534,-1.7727173566818237,1.1649572849273682,1.322853684425354,0.42206573486328125,-1.8394888639450073,0.1864277720451355,0.7399489283561707,-0.027902113273739815,0.770911455154419]
14494;2789;0;[0.39668869972229004,-0.39830729365348816,1.5730167627334595,0.1555345207452774,0.8864227533340454,-0.6098020672798157,0.30386871099472046,0.30144938826560974,0.031511202454566956,-0.4577558934688568]
14495;2790;0;[0.2873855233192444,-1.1582469940185547,1.4506276845932007,-0.28840598464012146,0.7304797768592834,-1.2308552265167236,0.3749094009399414,0.31203171610832214,0.37705615162849426,-0.5871108174324036]
14496;2791;0;[0.017790380865335464,-0.6667433977127075,-0.2637772560119629,0.22891207039356232,1.0695295333862305,-0.9857916235923767,-0.3987397849559784,0.5558966994285583,0.20090511441230774,0.39678654074668884]
14497;2792;0;[0.46559274196624756,-0.5456887483596802,1.0548847913742065,0.21261881291866302,-0.013355263508856297,-0.7153916358947754,-0.5276786088943481,0.7407979369163513,-0.9661341309547424,0.2969011664390564]
14498;2793;0;[0.4757113456726074,-0.8405714631080627,0.5927696228027344,-0.22170576453208923,-0.032594457268714905,-0.7149689197540283,-0.48047980666160583,0.694315493106842,-0.36670273542404175,-0.09927860647439957]
14499;2794;0;[0.8064131140708923,-0.2822776734828949,0.8648133873939514,0.22621068358421326,0.5300008654594421,-0.9839705228805542,-0.6264998912811279,-0.12762100994586945,-0.2751736342906952,0.20304058492183685]
14500;2795;0;[0.0743652805685997,-1.071734070777893,1.0950149297714233,-0.4029725193977356,1.33879554271698,-0.5348931550979614,-0.4581756889820099,0.2025800496339798,0.15186375379562378,0.5338315367698669]
14501;2796;0;[1.0052632093429565,-0.6775792241096497,0.8201772570610046,-0.02286074496805668,1.1106032133102417,-0.051192834973335266,-0.46116045117378235,0.2638368308544159,0.23478756844997406,0.5372966527938843]
14502;2797;0;[1.1222237348556519,-0.7317211031913757,0.9827297329902649,-0.029298895969986916,0.5593706369400024,0.07241189479827881,0.13564777374267578,-0.3932775557041168,-0.13384899497032166,0.6736186742782593]
14503;2798;0;[0.8392285704612732,-0.42790648341178894,1.077863335609436,-0.9676144123077393,0.627855658531189,0.1985645443201065,-0.5222834348678589,0.792245090007782,-0.11851059645414352,0.6080365777015686]
14504;2799;0;[0.13980932533740997,-0.6471086144447327,1.2399168014526367,-0.24227158725261688,1.2155314683914185,-0.9706318378448486,-0.9603098034858704,0.2852482795715332,0.20573778450489044,0.6928655505180359]
14505;2800;0;[0.4106486141681671,-0.310569703578949,1.4267693758010864,-0.6038563847541809,0.8242387175559998,-0.6146816611289978,-0.584125816822052,0.1932077258825302,0.0013996250927448273,0.6674031019210815]
14506;2801;0;[1.1517680883407593,-0.8322327136993408,0.8345402479171753,-0.33338719606399536,1.0667312145233154,-0.40990138053894043,-0.30855801701545715,0.37103530764579773,0.7500911951065063,0.5817058086395264]
14507;2802;0;[0.2798359990119934,-0.9195690751075745,1.0393925905227661,-0.16769260168075562,0.9926189184188843,-0.3817925453186035,-0.38482508063316345,0.5020160675048828,-0.1157122477889061,0.707002580165863]
14508;2803;0;[0.7610382437705994,-0.7565625905990601,0.9631233811378479,-0.25424349308013916,0.7831670641899109,-0.24879713356494904,-0.3365696370601654,0.19185227155685425,0.378825843334198,-0.0035315854474902153]
14509;2804;0;[0.6686428785324097,-0.6155607104301453,1.9462904930114746,0.36984413862228394,1.0665582418441772,-0.3098794221878052,-0.001954785780981183,0.31464600563049316,-0.4670395851135254,0.20136594772338867]
14510;2805;0;[0.5193020701408386,-0.6257197856903076,0.6180852651596069,-0.505875825881958,1.4164421558380127,-1.4836289882659912,-0.5896477699279785,0.6467530727386475,1.1372429132461548,0.5715402960777283]
14511;2806;0;[0.17138947546482086,-1.1555085182189941,0.9328652620315552,-0.4548379182815552,0.4173031747341156,-0.24634650349617004,-0.5151219964027405,1.3829076290130615,-0.6142529845237732,0.3556043207645416]
14512;2807;0;[0.927556037902832,-0.6408721804618835,0.5509488582611084,0.25350579619407654,0.7296538949012756,-0.5008869767189026,-0.08979813754558563,0.3426915407180786,-0.05592745169997215,1.2101689577102661]
14513;2808;0;[-0.5035578608512878,-1.9803738594055176,1.015713095664978,-1.0344146490097046,0.4584319591522217,-1.4202824831008911,-1.0745736360549927,0.12212511152029037,-1.0368092060089111,0.1926455944776535]
14514;2809;0;[0.2792031764984131,-0.8557020425796509,1.1195522546768188,0.0035898026544600725,0.9091511368751526,-0.8441870212554932,-0.3243009150028229,0.9609081745147705,0.2031417042016983,0.006533076986670494]
14515;2810;0;[0.4400213062763214,-1.5224450826644897,0.6383072733879089,-0.5167359709739685,0.5541388988494873,-0.7994774580001831,0.333303838968277,0.33286452293395996,0.779355525970459,0.5168414115905762]
14516;2811;1;[0.2591370642185211,-0.8882434368133545,1.277256727218628,-0.06559325009584427,1.1632336378097534,-0.7933781743049622,-0.28934231400489807,0.7709478735923767,0.37806135416030884,0.5570215582847595]
14517;2812;0;[0.23557020723819733,-0.5351007580757141,0.5890989899635315,-0.8425203561782837,1.0613960027694702,-0.8113778829574585,-0.4741215407848358,0.7317078113555908,0.7298431396484375,0.7240114808082581]
14518;2813;0;[0.41534870862960815,-0.8330785036087036,2.3965773582458496,-0.45545998215675354,1.4223504066467285,-1.4147229194641113,-0.2678127586841583,2.500532388687134,-0.14434564113616943,0.34902769327163696]
14519;2814;0;[0.40377098321914673,-0.6861035227775574,1.9864559173583984,-0.674176037311554,1.194732904434204,-1.4453191757202148,-0.03252491354942322,2.322272539138794,0.029577957466244698,0.5679697394371033]
14520;2815;0;[-0.6165727376937866,0.8678759336471558,-0.8727946281433105,0.9118313789367676,0.03649831563234329,0.0818774476647377,0.2070733606815338,-0.9120848774909973,-0.8781981468200684,0.7300647497177124]
14521;2816;0;[0.446590781211853,-0.586121678352356,0.8068172335624695,-0.7898380160331726,0.6001803874969482,-0.6354724764823914,-0.9097961187362671,0.844677209854126,0.0709783136844635,0.8299393653869629]
14522;2817;0;[0.5542933344841003,-0.29696691036224365,1.0386515855789185,-0.8540924787521362,0.45589879155158997,-0.37390995025634766,0.23719635605812073,1.17774498462677,-0.4922165870666504,0.07350198924541473]
14523;2818;0;[0.004662355408072472,-0.8466936349868774,0.36339202523231506,0.20126192271709442,0.1296766996383667,-1.1533890962600708,-0.47437775135040283,0.8567774891853333,-0.2563078701496124,-0.02551117166876793]
14524;2819;0;[1.0225318670272827,-0.6490947604179382,-0.28603294491767883,-0.2055249661207199,0.4030705690383911,-0.5901584029197693,-0.4884147644042969,0.13832144439220428,-0.050241366028785706,0.3404254913330078]
14525;2820;0;[0.8311031460762024,-0.027898624539375305,0.8797107934951782,-0.5810258388519287,-0.7278363704681396,-0.8435742855072021,0.7107146382331848,0.8887606859207153,0.1590602546930313,0.1926247775554657]
14526;2821;0;[0.6647945046424866,-0.9420192837715149,1.0856152772903442,-0.5191473960876465,0.7255069017410278,-0.40321651101112366,-0.6776788830757141,-0.0022353101521730423,0.19778598845005035,0.8158625364303589]
14527;2822;0;[0.7515069842338562,-1.7078077793121338,0.2735040485858917,-0.5730369091033936,0.7112070322036743,-0.2962934672832489,0.04601084068417549,0.5167005062103271,0.14088785648345947,-0.8292861580848694]
14528;2823;0;[-0.13381189107894897,-0.8369846343994141,1.8559397459030151,-0.22410276532173157,0.9742631912231445,-1.501532793045044,0.5673495531082153,0.14886561036109924,-0.5352897644042969,-0.7702897787094116]
