nodeId;realId;label;embedding
13344;1626;0;[1.3255735635757446,-0.9084956049919128,0.5540024042129517,-1.6765196323394775,0.5851283669471741,0.5550462007522583,-0.13357707858085632,1.2884193658828735,-0.6716568470001221,0.35580477118492126]
13345;1627;0;[0.5130891799926758,-0.30826637148857117,1.1091662645339966,-0.4586312174797058,0.5681672692298889,-0.33218708634376526,-0.13544097542762756,0.9263680577278137,-0.09362813830375671,-0.00379701959900558]
13346;1628;0;[0.6417217254638672,-0.9779287576675415,0.6681860685348511,-1.437119960784912,1.655045747756958,0.26614755392074585,0.051098745316267014,-0.1515384465456009,-0.9568058848381042,0.18128430843353271]
13347;1629;0;[0.6691311597824097,-0.8659177422523499,0.3205394744873047,-0.5118799805641174,0.9660371541976929,-0.3162255883216858,-0.06264746189117432,0.21730712056159973,0.2959311008453369,0.3085862398147583]
13348;1630;0;[0.9036812782287598,-1.5042325258255005,0.4350793659687042,-0.5958228707313538,0.1286289542913437,0.0026411109138280153,0.20249100029468536,1.0838881731033325,-0.3893160820007324,-0.46430301666259766]
13349;1631;0;[1.2580502033233643,-0.3225807845592499,0.7491330504417419,-1.4067411422729492,0.8033862113952637,0.12372567504644394,-0.1013980433344841,0.8073474764823914,-1.4489942789077759,-0.6431828141212463]
13350;1632;0;[0.911472737789154,-0.9271616339683533,0.6435685753822327,-0.5565891265869141,0.6699222922325134,0.20730800926685333,-0.39811450242996216,0.08773770183324814,-0.3224773108959198,-0.054113633930683136]
13351;1633;0;[0.6746739149093628,-0.7408998012542725,0.3814830183982849,-0.9525132179260254,1.4685941934585571,-0.45915132761001587,0.7571452260017395,0.7610968351364136,0.365216463804245,-0.19542209804058075]
13352;1634;0;[0.7994586229324341,-1.0956552028656006,0.2732258439064026,-1.0419381856918335,0.6631870269775391,0.4164656400680542,0.2819651961326599,0.2816198766231537,-0.979363203048706,0.12839877605438232]
13353;1635;0;[0.19814109802246094,-0.41854533553123474,0.8016894459724426,-0.9172004461288452,0.3656458258628845,-0.7790248394012451,0.43721961975097656,0.8229353427886963,-1.1598520278930664,0.2787196636199951]
13354;1636;0;[1.4846659898757935,-0.6849433183670044,0.4267212748527527,-1.637853980064392,1.1138633489608765,0.56937175989151,0.3005305528640747,0.5865491032600403,-0.52816241979599,1.0136640071868896]
13355;1637;0;[0.6503462195396423,-0.9817184209823608,0.44403398036956787,-0.7972826957702637,1.4893887042999268,0.15409891307353973,-0.28015607595443726,0.9271706938743591,-0.30640146136283875,0.10331223905086517]
13356;1639;0;[1.0272248983383179,-0.787397563457489,0.45991212129592896,-0.23057618737220764,0.2542088031768799,-0.09837586432695389,-0.6464908719062805,0.05058436840772629,-0.1452379822731018,-0.1678115874528885]
13357;1640;0;[0.7852928638458252,-0.6421137452125549,0.6093987226486206,-0.3938036859035492,0.3593701720237732,-0.29040735960006714,-0.011642809957265854,0.5126124620437622,-0.1285681575536728,0.2009357213973999]
13358;1641;0;[0.2408580631017685,-0.6771210432052612,0.7406755685806274,-1.2974555492401123,1.6523594856262207,-0.23654866218566895,0.35666316747665405,0.26044073700904846,-0.748043417930603,0.444641649723053]
13359;1642;0;[0.9071661829948425,-1.3599084615707397,0.46190735697746277,-0.8775471448898315,1.2509783506393433,0.5011037588119507,0.11305652558803558,0.805997908115387,-0.08585503697395325,0.18102553486824036]
13360;1643;0;[0.5794690251350403,-0.9995646476745605,0.7820927500724792,-0.20081666111946106,-0.08245787769556046,-0.19830448925495148,-0.45514610409736633,-0.3387395441532135,-0.06688237190246582,0.5610253810882568]
13361;1644;0;[0.5378707051277161,-0.9450299739837646,0.5968664884567261,-0.7822573781013489,0.635994017124176,0.16619546711444855,-0.3518376648426056,0.009031406603753567,-0.6701438426971436,-0.2606624960899353]
13362;1645;0;[1.5936884880065918,-0.7834525108337402,0.16679628193378448,0.3085066080093384,0.9904226064682007,-0.3801073133945465,0.18879036605358124,0.05250944942235947,0.3295271098613739,0.35629573464393616]
13363;1646;0;[-0.4329111576080322,0.5864516496658325,0.7973886132240295,0.5657550096511841,0.05447130277752876,-0.8086163997650146,-0.27261728048324585,0.8439444899559021,-0.40309029817581177,0.37104561924934387]
13364;1647;0;[0.8986956477165222,-0.9036421775817871,0.3372768759727478,-1.0954511165618896,1.102624773979187,0.25437697768211365,-0.016207121312618256,-0.5086448192596436,-0.5504969358444214,0.024225110188126564]
13365;1648;0;[1.0886129140853882,-1.2174136638641357,0.13286159932613373,-0.34495675563812256,-0.11757811158895493,-0.18072429299354553,-0.44662874937057495,0.7716605067253113,0.17561614513397217,-0.1017543226480484]
13366;1649;0;[-0.3368596136569977,0.2541499137878418,0.8262786865234375,-0.06908413022756577,-0.4423506557941437,-0.732062578201294,-0.3101463317871094,0.36062586307525635,0.2709329128265381,0.35587185621261597]
13367;1650;0;[0.04913726821541786,-0.9768679738044739,1.0629241466522217,-1.8585851192474365,0.6227086782455444,-0.4198009669780731,0.30992358922958374,0.9808549880981445,-1.2496154308319092,0.3910503089427948]
13368;1651;0;[0.22297827899456024,-0.5729490518569946,1.3555749654769897,-0.5396316051483154,0.42735564708709717,-0.9437268376350403,-0.34120485186576843,0.8641798496246338,0.1641140580177307,0.3408064544200897]
13369;1653;0;[0.2632616460323334,-0.11187702417373657,1.5760658979415894,-1.0269930362701416,0.8778716921806335,-0.6232158541679382,0.2175527811050415,0.953002393245697,-0.4005067050457001,0.5287971496582031]
13370;1654;0;[0.7085964679718018,-0.7791310548782349,0.6709137558937073,-1.0953205823898315,0.08430127054452896,-0.00872072484344244,0.04234948009252548,1.1579513549804688,-0.43384718894958496,0.4777982532978058]
13371;1655;0;[0.6864951252937317,-0.9371523857116699,0.8674123287200928,-0.6198552250862122,0.37674325704574585,-0.08415286242961884,0.28648316860198975,1.2414462566375732,-0.20756959915161133,0.23246438801288605]
13372;1656;0;[0.4844866991043091,-0.9256572723388672,0.6972718238830566,-1.037003993988037,0.707330048084259,-0.5656988024711609,-0.15336312353610992,0.18928740918636322,0.4112028181552887,-0.2190338373184204]
13373;1657;0;[1.181584119796753,-0.5411562323570251,0.4604041874408722,-1.1044381856918335,0.8581128716468811,0.30317622423171997,0.05069484934210777,0.9938938617706299,-0.3249486982822418,0.5226691365242004]
13374;1658;0;[1.0963270664215088,-1.1179285049438477,0.2938152253627777,-0.5959993004798889,1.1177328824996948,0.3073084056377411,0.5098188519477844,0.05890699476003647,-0.945757269859314,0.08757882565259933]
13375;1659;0;[-0.2211134433746338,0.6864871382713318,0.7615450024604797,0.3576542139053345,-0.18350917100906372,0.9966235160827637,-0.2285873293876648,0.9718559980392456,0.050255101174116135,-0.020500050857663155]
13376;1660;0;[0.3082598149776459,-0.8728858232498169,0.9713998436927795,-0.5871623158454895,-0.6703095436096191,0.4727451801300049,-0.9678906798362732,0.804888129234314,0.6366528272628784,-0.881101667881012]
13377;1661;0;[0.7187947630882263,-0.6048262119293213,0.5442286729812622,-0.39035579562187195,1.3807382583618164,-0.16874432563781738,0.4572746753692627,0.47240567207336426,0.21268177032470703,0.7087184190750122]
13378;1662;0;[0.988772988319397,-1.5330896377563477,0.5088102221488953,-1.5689945220947266,0.9522713422775269,0.5858182311058044,0.2837827801704407,0.46067890524864197,-0.6273639798164368,0.6926828622817993]
13379;1663;0;[0.45051535964012146,0.7953033447265625,0.13571131229400635,-0.04191993176937103,0.18492266535758972,0.6887910962104797,-0.1996028870344162,-0.7342116236686707,-0.6881585717201233,0.5608236789703369]
13380;1664;0;[0.43090057373046875,-0.5232340693473816,0.3191830813884735,-0.8881259560585022,0.9104159474372864,-0.5205607414245605,0.7528373599052429,0.781426191329956,-0.3048085570335388,0.151168555021286]
13381;1665;0;[1.3980588912963867,-0.4048400819301605,0.18823795020580292,-1.6555050611495972,0.9995264410972595,0.21719203889369965,0.3807245194911957,0.9803428053855896,-0.20391494035720825,0.40243396162986755]
13382;1666;0;[0.6765057444572449,-1.3336933851242065,0.5654165148735046,-0.7677356004714966,1.6550958156585693,0.4356412887573242,-0.21726252138614655,0.1713263988494873,-0.4494462013244629,-0.016728799790143967]
13383;1667;0;[1.2531557083129883,-0.7646188735961914,0.980184018611908,-1.2457275390625,1.069191336631775,0.6050572395324707,-0.3991307318210602,0.450790673494339,-0.2932718098163605,0.8291181325912476]
13384;1668;0;[0.6642029285430908,-0.8334527611732483,1.3064028024673462,-1.0361628532409668,1.1310696601867676,0.23635730147361755,0.7097947001457214,0.7094603180885315,-0.6322132349014282,0.3326035737991333]
13385;1669;0;[0.6092699766159058,-0.051231373101472855,1.6411142349243164,-0.22190383076667786,0.2528669834136963,-0.8182799220085144,1.1502926349639893,1.4833077192306519,-0.7140206694602966,0.5140973329544067]
13386;1670;0;[0.7711097598075867,-1.2380119562149048,0.8943193554878235,-0.7895728349685669,0.7562834620475769,-0.3164902329444885,0.20790338516235352,-0.7016295194625854,-0.0857168585062027,0.46330633759498596]
13387;1671;1;[0.6308885812759399,-0.6196756958961487,1.2623023986816406,-1.3398406505584717,0.40785956382751465,-0.005266347900032997,-0.05558304488658905,0.27241361141204834,-0.5216671228408813,-0.03367782011628151]
13388;1672;0;[0.7392147779464722,-0.7315980195999146,0.3167514503002167,-0.9928414821624756,1.217040777206421,-0.08965768665075302,0.3236939311027527,0.17081819474697113,-0.008658051490783691,0.1668730229139328]
13389;1673;0;[1.1551953554153442,-0.4538142681121826,1.119517207145691,-1.13023042678833,0.9627740979194641,-0.1363454908132553,1.0338472127914429,1.589047908782959,-0.7507514953613281,0.5091858506202698]
13390;1674;0;[0.5077144503593445,-1.0498799085617065,0.6327362060546875,-0.5513967871665955,1.236229658126831,-0.1355775147676468,-0.11877626925706863,-0.337223619222641,-0.3608417510986328,0.14481468498706818]
13391;1675;0;[1.0563725233078003,-0.8390620350837708,0.7321428656578064,-0.07175203412771225,1.3468475341796875,0.17787575721740723,0.011500108055770397,0.11617909371852875,-0.0008835287299007177,0.13925549387931824]
13392;1676;0;[1.3773877620697021,-1.0240758657455444,0.8444282412528992,-1.708531379699707,1.0386931896209717,0.7562859058380127,-0.3851860761642456,0.4066832959651947,-0.8056788444519043,0.6768695116043091]
13393;1677;0;[0.7161232233047485,-0.7786327004432678,0.5682833790779114,-1.0239399671554565,0.995735228061676,0.26161831617355347,-0.1567331850528717,0.523837685585022,-0.7225484848022461,0.31012389063835144]
13394;1678;0;[0.9196115136146545,-0.6073858737945557,-0.09519504010677338,0.38259124755859375,0.700685441493988,-0.5920979976654053,-0.5208320021629333,-0.2554094195365906,-0.6394370198249817,0.7277483940124512]
13395;1679;0;[0.6350089907646179,-0.7266170382499695,0.327874094247818,-0.14077754318714142,0.771454930305481,-0.7355246543884277,-0.18726885318756104,0.4000827670097351,0.1153171956539154,0.7148770093917847]
13396;1680;0;[-0.6287698149681091,0.6868060231208801,-0.24650755524635315,-0.17024372518062592,0.2823493778705597,0.9676435589790344,-0.732504665851593,0.5675801038742065,0.027899136766791344,0.2869855761528015]
13397;1681;0;[1.1862804889678955,-0.7112900018692017,0.5250391960144043,-0.8507938981056213,0.7382016181945801,0.17796611785888672,0.0994902178645134,0.14147324860095978,-0.2488844096660614,-0.07034584134817123]
13398;1682;0;[0.21499869227409363,-1.3347227573394775,0.605790376663208,-0.9195642471313477,0.7883650660514832,0.0664811059832573,0.18016766011714935,0.34540238976478577,-1.0491188764572144,0.25988322496414185]
13399;1683;0;[0.7596200108528137,-1.1351380348205566,0.2140783667564392,-1.0508791208267212,0.7432564496994019,0.41691887378692627,-0.07024633139371872,1.1772798299789429,-0.6322467923164368,0.6228958964347839]
13400;1684;0;[0.5100489854812622,-0.5230104923248291,1.0027488470077515,-0.9081574082374573,0.9883074164390564,0.24276679754257202,-0.2740979790687561,0.8067584037780762,-0.7031182050704956,0.33922258019447327]
13401;1685;0;[0.7255105376243591,-1.1575418710708618,1.1002980470657349,-1.2544264793395996,0.9697278738021851,0.2355659455060959,-0.5821364521980286,-0.2638663947582245,-1.036019206047058,1.0353872776031494]
13402;1686;0;[0.5002961158752441,-1.1442657709121704,0.3372913897037506,-1.6920387744903564,1.0521275997161865,0.008610544726252556,0.25948846340179443,1.1513818502426147,-0.5393885970115662,0.5346519351005554]
13403;1687;0;[1.4300479888916016,-0.4387251138687134,0.1525212824344635,-1.1904232501983643,1.1474952697753906,0.16122040152549744,0.26935702562332153,0.06460025161504745,-0.6351516842842102,-0.46514520049095154]
13404;1688;0;[1.3910446166992188,-0.9763762950897217,0.9033758044242859,-1.0594643354415894,0.9129706621170044,0.9922996759414673,-0.38413166999816895,0.6686618328094482,-0.9760580062866211,0.2973332703113556]
13405;1689;0;[1.9282450675964355,-0.8682363629341125,0.5505059361457825,0.18424129486083984,0.6483160853385925,-0.22918358445167542,0.06896109133958817,-0.04389072582125664,0.35939884185791016,0.7573162913322449]
13406;1690;0;[1.2705546617507935,-1.6358058452606201,-0.11904772371053696,-1.4048960208892822,0.5610183477401733,0.3365413546562195,0.7246841192245483,0.8083849549293518,-0.6522252559661865,0.04572160542011261]
13407;1691;0;[0.347582072019577,-0.26723766326904297,0.5762499570846558,0.483052134513855,0.51687091588974,-0.9981828927993774,-0.07277020066976547,1.0503093004226685,-0.7095191478729248,-0.5810359716415405]
13408;1692;0;[0.34688013792037964,-0.604961633682251,1.1670206785202026,-1.3104809522628784,0.6151081323623657,-0.49380236864089966,0.7331729531288147,0.5877417922019958,-0.8456600904464722,0.2721853256225586]
13409;1693;0;[0.4940219521522522,-1.2274786233901978,0.6198038458824158,-0.86832594871521,0.8351796865463257,0.06687825173139572,-0.03340598940849304,0.5563471913337708,-0.2357577383518219,0.052229080349206924]
13410;1694;0;[0.7039842009544373,-0.061062734574079514,-0.39497312903404236,-0.560860812664032,-0.9734280705451965,0.6605687737464905,-0.6680694222450256,0.7722427845001221,0.02942958101630211,0.766318678855896]
13411;1695;0;[0.5734806656837463,0.8189188838005066,0.6913419365882874,0.8089476823806763,-0.5509876608848572,0.8136165738105774,-0.06928212940692902,-0.9866484999656677,0.610557496547699,0.3897544741630554]
13412;1696;0;[0.8076050281524658,-0.35096296668052673,0.5688644647598267,-0.2509270906448364,1.3188369274139404,-0.09628968685865402,0.13815394043922424,0.02307416871190071,-0.36072662472724915,-0.016336381435394287]
13413;1697;0;[0.6231855154037476,-1.9237552881240845,0.8542698621749878,-0.4923379123210907,0.3889997899532318,0.0980827584862709,-0.6362179517745972,0.9794895648956299,-0.1167079359292984,0.15484662353992462]
13414;1698;0;[0.7567006945610046,-1.2534451484680176,0.7358168959617615,-0.9742096662521362,0.3865738809108734,0.26906082034111023,0.1796906739473343,0.545661985874176,-0.6807631254196167,-0.14303100109100342]
13415;1699;0;[0.6037275791168213,0.24245217442512512,0.8619781136512756,-0.7967760562896729,0.18124093115329742,-1.295523762702942,0.3479384779930115,0.018197093158960342,0.4044138491153717,0.280866414308548]
13416;1700;0;[1.4408944845199585,-0.30028173327445984,0.2972078323364258,-2.0114450454711914,1.1551941633224487,0.2697345018386841,0.12038394808769226,0.7314781546592712,-0.4853823482990265,-0.19798362255096436]
13417;1701;0;[0.6638056635856628,-1.2574681043624878,-0.22184433043003082,-1.146388053894043,1.2789276838302612,-0.0312261451035738,0.05385982617735863,0.5318194031715393,-0.20367521047592163,0.42258527874946594]
13418;1702;0;[0.582594633102417,-0.8533596992492676,0.029039034619927406,-1.1136037111282349,1.0449939966201782,-0.14947813749313354,0.09775131195783615,0.45625039935112,-0.07589022070169449,-0.0018981851171702147]
13419;1703;0;[0.5458658933639526,0.1362120509147644,1.6531915664672852,-0.3201010227203369,0.4996153712272644,-0.925093412399292,0.834389328956604,1.1497169733047485,-0.43429821729660034,0.9601117372512817]
13420;1704;0;[1.382577657699585,0.19704017043113708,0.6564732193946838,-0.8029709458351135,1.663419485092163,-0.39247968792915344,-0.5105241537094116,-0.21370436251163483,-1.4450736045837402,1.8075758218765259]
13421;1705;1;[0.7605842351913452,-0.1864635944366455,0.9472101330757141,-0.5852303504943848,-0.7889453768730164,-0.9338571429252625,-0.5674008727073669,-0.2482377141714096,-0.17126968502998352,-0.08667420595884323]
13422;1706;0;[-0.5123048424720764,-0.06916216760873795,0.016972066834568977,0.7094826102256775,-0.20889055728912354,0.3699519634246826,0.5929909348487854,-0.3935137391090393,-0.6010990738868713,0.46018439531326294]
13423;1707;0;[1.0747509002685547,-0.7798284292221069,0.6330377459526062,-0.5165110230445862,0.6340324878692627,0.5715692639350891,-0.20416763424873352,0.7598115801811218,-0.972537636756897,-0.15901237726211548]
13424;1708;0;[1.378879189491272,-0.3946470022201538,-0.015264646150171757,-1.6204293966293335,0.6581141352653503,0.25404664874076843,-0.2866823673248291,1.2016406059265137,-0.859069287776947,-0.4914155602455139]
13425;1709;0;[-0.3462628424167633,-0.3311541676521301,-0.9347047209739685,0.04273025318980217,-0.21795611083507538,-0.6611860394477844,0.8811903595924377,-0.06848983466625214,-0.5499253869056702,0.24627748131752014]
13426;1710;0;[0.6458428502082825,-0.9349262118339539,0.5496271252632141,-0.770877480506897,0.8561291694641113,0.165177121758461,-0.41373980045318604,1.0844156742095947,-0.26639416813850403,-0.5062490105628967]
13427;1711;0;[0.2433716505765915,-0.6044366955757141,0.9903663396835327,-1.1064114570617676,0.2323743999004364,-0.8162513971328735,0.39122191071510315,1.0832500457763672,-0.6493491530418396,0.35465937852859497]
13428;1712;0;[0.6579579710960388,-0.8858327865600586,1.153884768486023,-1.1169954538345337,0.9471714496612549,-0.022148173302412033,0.8507946133613586,1.3100781440734863,-0.557630717754364,0.5247460007667542]
13429;1713;0;[0.737848699092865,-1.0239139795303345,0.3254780173301697,-0.3126753568649292,1.338972568511963,0.2332305610179901,-0.7954509258270264,0.887978196144104,-0.08791821449995041,0.39240744709968567]
13430;1714;0;[0.5064727067947388,-1.2826118469238281,1.027509331703186,-0.8158705830574036,0.718704342842102,0.008402259089052677,-0.31318914890289307,0.04499974101781845,-0.18473799526691437,0.08782374858856201]
13431;1715;0;[0.5868037343025208,-0.7049745321273804,0.6683439612388611,-0.7070050239562988,1.2714961767196655,0.16389012336730957,0.277789443731308,1.074554443359375,-0.6133994460105896,0.2759128510951996]
13432;1716;0;[-0.06943783909082413,0.2979356348514557,0.11059756577014923,0.5853573679924011,-0.873854398727417,-0.21389463543891907,-0.5817438960075378,0.42877331376075745,-0.4486705958843231,-0.5209922790527344]
13433;1717;0;[0.2937978208065033,-0.18637479841709137,0.7667341828346252,-1.2872010469436646,0.397407591342926,-0.9650250673294067,0.09697456657886505,1.1924655437469482,-1.4164420366287231,0.1974262297153473]
13434;1718;0;[0.5671721696853638,-0.9957650303840637,0.6007541418075562,-1.0960381031036377,0.7928469777107239,0.2977871894836426,-0.5645931363105774,0.20156370103359222,-1.0262212753295898,-0.3055340349674225]
13435;1719;0;[0.5466678738594055,-0.8985741138458252,0.7017630934715271,-1.1031537055969238,0.5850082039833069,-0.14269821345806122,-0.28047123551368713,0.2625233232975006,-0.0709180235862732,0.01893240213394165]
13436;1720;0;[0.15014664828777313,-0.2775668203830719,0.9634409546852112,-1.2220983505249023,0.6045624017715454,-0.7872486114501953,0.3121841549873352,0.6023568511009216,-0.6438600420951843,0.30970150232315063]
13437;1721;0;[0.22798316180706024,-1.225750207901001,0.7947954535484314,-0.8140261173248291,1.5122268199920654,0.10398969054222107,-0.002981861587613821,0.9472257494926453,-0.660158634185791,0.43595850467681885]
13438;1722;0;[0.6220296621322632,-0.49602052569389343,0.640394926071167,-1.289780855178833,1.4711583852767944,0.11677610874176025,-0.5104988217353821,0.09097543358802795,-0.4236639142036438,0.2247830331325531]
13439;1723;0;[0.734798014163971,-0.3220386207103729,1.1056363582611084,-1.439632773399353,-0.3868326246738434,-1.4324911832809448,0.37788286805152893,1.4846088886260986,-1.3125219345092773,0.23834234476089478]
13440;1724;0;[0.5767403841018677,-0.31623855233192444,0.6027967929840088,-0.6173192262649536,0.49103689193725586,-0.36088278889656067,-0.4436912536621094,0.45436131954193115,-0.1431223452091217,0.37555375695228577]
13441;1725;0;[0.8448578119277954,-1.4056857824325562,0.4177125096321106,-1.017745018005371,0.7279127836227417,0.35834336280822754,0.7018775343894958,0.9390555024147034,-0.33920666575431824,0.8259627223014832]
13442;1726;0;[0.9938273429870605,-1.1626896858215332,0.4241914451122284,-1.415149211883545,0.9646570086479187,0.2698415219783783,0.5592347979545593,0.4638948142528534,-0.492893248796463,-0.10838776081800461]
13443;1727;0;[0.6529948711395264,-1.4425402879714966,0.5914363861083984,-1.0945574045181274,0.9823328852653503,0.1802753508090973,0.3050442636013031,1.1464444398880005,-0.32139942049980164,0.028231175616383553]
13444;1728;0;[0.28501254320144653,-0.7774829268455505,0.623190701007843,-0.9627557992935181,0.7065515518188477,-0.3088774085044861,0.1397811621427536,1.0487929582595825,-0.5210850834846497,0.4796176552772522]
13445;1729;0;[-0.0357341468334198,-1.2506628036499023,0.7471763491630554,-1.7920613288879395,0.33608025312423706,-0.6158700585365295,0.19459041953086853,0.28459829092025757,-1.2271887063980103,0.5066909790039062]
13446;1730;0;[0.572148859500885,-0.5258462429046631,0.2576645016670227,-1.7320197820663452,0.923616349697113,-0.21269555389881134,-0.39388707280158997,1.244878888130188,-0.6141658425331116,-0.30350080132484436]
13447;1731;0;[0.5454893112182617,-1.0018913745880127,0.12406212836503983,-0.9495943784713745,1.3281259536743164,-0.3408364951610565,-0.9163432717323303,-0.14645548164844513,0.11834876239299774,-0.12456752359867096]
13448;1732;0;[0.4952286183834076,-1.0616999864578247,0.5240907669067383,-0.12379349768161774,0.41510525345802307,-0.7051571011543274,0.33474355936050415,0.8869524002075195,0.40604960918426514,-0.22875802218914032]
13449;1733;0;[0.732761025428772,-1.0571564435958862,1.1104885339736938,-0.5515548586845398,1.2253373861312866,0.301995187997818,0.2671268582344055,0.3741554617881775,-0.35869982838630676,0.17475435137748718]
13450;1734;0;[0.5148180723190308,-0.8502918481826782,0.23534780740737915,0.8315607905387878,0.16321006417274475,0.5453492403030396,0.34945499897003174,0.2280849814414978,-0.9390327334403992,0.9654458165168762]
13451;1735;0;[0.7017906308174133,-1.4674826860427856,0.6480000615119934,-0.5727876424789429,0.1332738846540451,-0.4232264459133148,-0.33759793639183044,0.8382178544998169,0.10705998539924622,-0.8205322027206421]
13452;1736;0;[0.7557230591773987,-0.5819238424301147,-0.08353375643491745,-0.8401300311088562,1.318537950515747,0.10610263794660568,-0.06269090622663498,0.5197203755378723,-0.9007688164710999,0.3009258210659027]
13453;1737;0;[-0.828233540058136,-0.034977544099092484,-0.5073109269142151,0.6071895360946655,0.878832221031189,-0.10912225395441055,-0.5752063989639282,-0.40075185894966125,-0.30409836769104004,-0.173683300614357]
13454;1738;0;[1.28177809715271,-0.4100799560546875,0.6949843168258667,-0.4820670485496521,0.18582268059253693,0.284221351146698,-0.543631374835968,1.037719964981079,-0.4341605007648468,0.39443153142929077]
13455;1739;0;[-0.9960065484046936,0.4890640079975128,-0.3987656831741333,-0.6487171053886414,-0.6636502742767334,-0.840743362903595,0.8544068336486816,0.41950753331184387,0.056244153529405594,0.7623149752616882]
13456;1740;0;[0.48798567056655884,-0.7736284136772156,1.1947041749954224,-0.9054968357086182,1.6149828433990479,0.2448224425315857,-0.08772195875644684,0.35906171798706055,-0.9574089646339417,0.1873246133327484]
13457;1741;0;[0.9958650469779968,-0.6755467653274536,0.32973167300224304,-0.061370737850666046,0.03846769407391548,-0.5516884922981262,0.002269837772473693,0.43239718675613403,-0.21098794043064117,-0.06939797103404999]
13458;1742;0;[1.069779396057129,-0.7472664713859558,-0.6756325960159302,-0.35522931814193726,0.5810585618019104,-0.06090699881315231,0.09856241196393967,0.36878445744514465,-0.23315180838108063,-0.13431759178638458]
13459;1743;0;[0.35077422857284546,-1.8405029773712158,-0.5095896124839783,-0.5994182229042053,1.3768095970153809,-0.7204263806343079,0.6027901768684387,0.055109910666942596,-0.26708897948265076,1.2854284048080444]
13460;1744;0;[0.14313799142837524,-1.0597807168960571,0.7032873034477234,-0.844740092754364,1.6145144701004028,-0.01042062696069479,-0.3574828505516052,0.7070632576942444,-0.4465388059616089,0.4104938805103302]
13461;1745;0;[0.338603138923645,-1.7399638891220093,0.24125629663467407,-0.9954178929328918,0.7126718163490295,-0.4615432322025299,0.8430809378623962,0.9323744177818298,-0.8506891131401062,-0.37665146589279175]
13462;1746;0;[0.921017587184906,-0.9730744361877441,0.4753028452396393,-0.5159344673156738,1.128937005996704,0.4118046760559082,-0.050107192248106,0.5998799800872803,-0.3202802240848541,0.131408229470253]
13463;1747;0;[0.8344895243644714,-0.7356367111206055,0.6440454125404358,-1.3884559869766235,0.9586693644523621,-0.1994623988866806,0.051796406507492065,0.4464464783668518,0.2115761935710907,-0.8000996112823486]
13464;1748;0;[0.24093827605247498,-0.7251723408699036,0.40457209944725037,-1.650439739227295,0.32579419016838074,-0.8974027037620544,0.147735595703125,0.5619075298309326,-0.8369017243385315,-0.6431658267974854]
13465;1749;0;[-0.12523257732391357,0.7540693283081055,-0.5702332854270935,0.5809581279754639,-0.8367533683776855,0.4648935794830322,-0.6542606353759766,-0.03421783819794655,-0.2617497742176056,-0.10425323992967606]
13466;1750;0;[1.2452633380889893,-0.9457975625991821,0.7216982841491699,0.02476334571838379,0.5657823085784912,-0.8274306654930115,-0.10093989968299866,-0.10236714780330658,0.594948410987854,0.2554469108581543]
13467;1751;0;[0.24050922691822052,-1.1049240827560425,0.6092501282691956,-1.6332560777664185,1.021908164024353,-0.07908480614423752,-1.0449392795562744,-0.13366147875785828,-0.7352409362792969,0.9365313053131104]
13468;1752;0;[0.6247557401657104,-1.1067900657653809,0.2910262644290924,-0.9170584082603455,0.9341611266136169,0.2126772403717041,0.20653504133224487,1.1325758695602417,-0.5036447644233704,0.06198782101273537]
13469;1753;0;[1.2073779106140137,-0.8976780772209167,0.3236621022224426,-0.9466027617454529,1.5841172933578491,0.3920787274837494,0.034401558339595795,0.48360708355903625,-0.017451908439397812,0.5168976783752441]
13470;1754;0;[0.5137696862220764,-0.597216010093689,0.810299277305603,-0.6337727904319763,1.4773458242416382,0.10760269314050674,-0.5789057016372681,0.44458669424057007,-0.48421740531921387,0.7695196270942688]
13471;1755;0;[0.6083061099052429,-0.9317102432250977,0.9672703742980957,0.32620686292648315,2.0487282276153564,-0.492536336183548,-0.1102287694811821,0.24552519619464874,-0.1091557964682579,0.3677343726158142]
13472;1756;1;[0.48116281628608704,-1.245317816734314,0.6526804566383362,-1.0346101522445679,1.2547210454940796,0.3743472695350647,-0.40048152208328247,0.6855849027633667,-0.4897385239601135,0.39386674761772156]
13473;1757;0;[0.49129942059516907,-0.9783884882926941,0.9445160627365112,-0.9001910090446472,1.469781756401062,0.30514052510261536,-0.6471388339996338,0.35399237275123596,-0.44805529713630676,0.5410462617874146]
13474;1758;0;[1.2451196908950806,-0.280202716588974,0.11797556281089783,-0.832460343837738,0.7907763719558716,0.11678595095872879,-0.04835570231080055,0.7745921015739441,-0.5364245772361755,-0.23561164736747742]
13475;1759;0;[0.31387943029403687,-1.033013105392456,-0.2323417365550995,-1.4022892713546753,0.5851631164550781,-0.24660906195640564,-0.28114086389541626,0.7668172717094421,-0.1836603730916977,0.1724424809217453]
13476;1760;0;[0.2713219225406647,-0.3763493001461029,0.795581042766571,-1.0710744857788086,0.3200078308582306,-0.7296803593635559,0.43386101722717285,1.0050535202026367,-0.5101047158241272,0.5293607711791992]
13477;1761;0;[-0.20827563107013702,-1.170005440711975,0.22374102473258972,-0.6418189406394958,0.8307222127914429,-1.1450718641281128,0.3618738651275635,0.663006603717804,-0.9273918867111206,0.06808417290449142]
13478;1762;0;[0.7027409672737122,-0.8210526704788208,0.9182583689689636,-0.481015682220459,1.142979621887207,0.2852599620819092,0.14378540217876434,0.29143738746643066,-0.4108361005783081,0.5019754767417908]
